Method,Split,ACC,MacroF1,MacroPrec,MacroRec,AUC_ovr,Agreement
Original,fit,0.7,0.6383333333333332,0.6083333333333333,0.7,0.9958585858585858,1.0
Original,test,0.7775,0.7757633702337062,0.7854539530892403,0.7775000000000002,0.9943512626262625,1.0
Quad4FHE,fit,0.72,0.665,0.6383333333333333,0.72,0.9947474747474747,0.94
Quad4FHE,test,0.766,0.7640997964927853,0.7757897280434264,0.7660000000000001,0.9936444444444444,0.9385
square,fit,0.25,0.2061904761904762,0.19233333333333336,0.25,0.9341919191919191,0.28
square,test,0.2645,0.2820621055553147,0.41671036403884104,0.2645,0.9319458333333334,0.2955
ls_poly_2,fit,0.65,0.575,0.5436666666666666,0.65,0.9943434343434344,0.71
ls_poly_2,test,0.6845,0.6767350626193419,0.745808086042162,0.6845000000000002,0.9926999999999999,0.767
ls_poly_3,fit,0.65,0.575,0.5436666666666666,0.65,0.9942424242424244,0.71
ls_poly_3,test,0.6845,0.6774178819919723,0.7509924566735738,0.6845000000000002,0.9927022727272727,0.7675
ls_poly_5,fit,0.71,0.6533333333333333,0.6266666666666666,0.71,0.995050505050505,0.84
ls_poly_5,test,0.7545,0.7527704015119926,0.7690520230370553,0.7545000000000001,0.99389898989899,0.905
ls_poly_7,fit,0.68,0.6183333333333333,0.5883333333333333,0.68,0.9955555555555554,0.92
ls_poly_7,test,0.774,0.7712752091527105,0.7809271138198587,0.774,0.9942108585858587,0.9505
remez_2,fit,0.66,0.5883333333333333,0.5553333333333333,0.66,0.9945454545454546,0.75
remez_2,test,0.725,0.7201222656546653,0.752668288178717,0.725,0.9932578282828282,0.845
remez_3,fit,0.66,0.5883333333333333,0.5553333333333333,0.66,0.9946464646464647,0.75
remez_3,test,0.7285,0.7235234082767608,0.7538666346875291,0.7285,0.9933103535353536,0.8505
remez_5,fit,0.68,0.615,0.5833333333333333,0.68,0.9955555555555554,0.89
remez_5,test,0.7665,0.7627589316097294,0.7746991158260538,0.7665000000000001,0.9941295454545453,0.9325
remez_7,fit,0.69,0.6283333333333333,0.5983333333333333,0.69,0.9959595959595958,0.93
remez_7,test,0.766,0.762875158308417,0.7724971041014491,0.7660000000000001,0.9943128787878789,0.953
ola,fit,0.69,0.6316666666666666,0.6033333333333333,0.69,0.9959595959595958,0.99
ola,test,0.772,0.771031189469716,0.781805965698658,0.772,0.9888118686868688,0.989
precise_a11,fit,0.7,0.6383333333333332,0.6083333333333333,0.7,0.9958585858585858,1.0
precise_a11,test,0.7775,0.7757633702337062,0.7854539530892403,0.7775000000000002,0.9943522727272728,1.0
