Method,Split,ACC,MacroF1,MacroPrec,MacroRec,AUC_ovr,Agreement
Original,fit,0.7535,0.7509609978356788,0.7616862341757517,0.7535000000000001,0.9938921717171716,1.0
Original,test,0.7775,0.7757633702337062,0.7854539530892403,0.7775000000000002,0.9943512626262625,1.0
Quad4FHE,fit,0.743,0.7421523483068261,0.7561014078879457,0.7430000000000001,0.9937080808080807,0.9355
Quad4FHE,test,0.7665,0.7637620417935337,0.7742187308642556,0.7665000000000001,0.9942060606060604,0.9515
square,fit,0.2725,0.28573163885819164,0.4005823983482413,0.2725000000000001,0.9364805555555554,0.3
square,test,0.2645,0.2820621055553147,0.41671036403884104,0.2645,0.9319458333333334,0.2955
ls_poly_2,fit,0.6605,0.6527819956768373,0.7289500203345374,0.6605,0.9918113636363637,0.7455
ls_poly_2,test,0.6635,0.6524666915530227,0.7398111606198228,0.6634999999999998,0.9923325757575757,0.7345
ls_poly_3,fit,0.6555,0.6457597614287005,0.7220576151453247,0.6555000000000001,0.9918560606060606,0.7395
ls_poly_3,test,0.6655,0.6538654546794828,0.7448472932868961,0.6655,0.9923575757575759,0.733
ls_poly_5,fit,0.7365,0.7358016787586424,0.7616592715453159,0.7365,0.9932762626262623,0.879
ls_poly_5,test,0.7525,0.7507406838078701,0.7707510485050016,0.7524999999999998,0.9938022727272728,0.8875
ls_poly_7,fit,0.7455,0.7449255388040821,0.7597119387310043,0.7455000000000003,0.9936628787878788,0.9245
ls_poly_7,test,0.7705,0.767840228982312,0.7780710232798268,0.7705000000000001,0.9941717171717169,0.945
remez_2,fit,0.705,0.701815523960092,0.7433904375722562,0.7050000000000002,0.9923411616161615,0.8135
remez_2,test,0.708,0.7011962632038611,0.7451729409395295,0.7080000000000001,0.9929823232323233,0.814
remez_3,fit,0.7115,0.7085668836006437,0.7462528561716608,0.7115,0.9925063131313132,0.823
remez_3,test,0.7195,0.714318649779438,0.7494744205188857,0.7195,0.9931429292929295,0.833
remez_5,fit,0.739,0.7367002910512237,0.7502970182100823,0.7390000000000002,0.9934578282828282,0.9135
remez_5,test,0.7655,0.7618338414808877,0.7747757140072656,0.7655,0.9940676767676767,0.929
remez_7,fit,0.7465,0.7455091158582818,0.7593690939369528,0.7465,0.993744696969697,0.9465
remez_7,test,0.7675,0.7640786746366668,0.7742577725878753,0.7675000000000002,0.994289898989899,0.9505
ola,fit,0.753,0.7506706438064248,0.7621913927919088,0.7530000000000001,0.9939146464646466,0.991
ola,test,0.777,0.7756728193004568,0.7854581596869709,0.777,0.9938555555555556,0.994
precise_a11,fit,0.7535,0.7509609978356788,0.7616862341757517,0.7535000000000001,0.9938909090909092,1.0
precise_a11,test,0.7775,0.7757633702337062,0.7854539530892403,0.7775000000000002,0.9943525252525253,1.0
